chromosome	IDs	expression
chr6	chr6_80910559	intergenic
chr6	chr6_80912859	intergenic
chr6	chr6_80914971	intergenic
chr6	chr6_80916596	intergenic
chr6	chr6_80917826	intergenic
chr6	chr6_80920689	intergenic
chr6	chr6_80929654	intergenic
chr6	chr6_80939175	intergenic
chr6	chr6_80939448	intergenic
chr6	chr6_80956329	intergenic
chr6	chr6_80956988	intergenic
chr6	chr6_80957883	intergenic
chr6	chr6_80960987	intergenic
chr6	chr6_80966337	intergenic
chr6	chr6_80976249	intergenic
chr6	chr6_80978405	intergenic
chr6	chr6_80981121	intergenic
chr6	chr6_80986247	intergenic
chr6	chr6_80986730	intergenic
chr6	chr6_80992541	intergenic
chr6	chr6_80996877	intergenic
chr6	chr6_80997807	intergenic
chr6	chr6_81009330	intergenic
chr6	chr6_81022517	intergenic
chr6	chr6_81029090	intergenic
chr6	chr6_81030774	intergenic
chr6	chr6_81035971	intergenic
chr6	chr6_81039839	intergenic
chr6	chr6_81042757	intergenic
chr6	chr6_81044312	intergenic
chr6	chr6_81045542	intergenic
chr6	chr6_81060929	intergenic
chr6	chr6_81066773	intergenic
chr6	chr6_81297566	intergenic
chr6	chr6_81310256	intergenic
chr6	chr6_81313042	intergenic
chr6	chr6_81316014	intergenic
chr6	chr6_82253183	intergenic
chr6	chr6_82301644	intergenic
chr6	chr6_82331411	intergenic
chr6	chr6_82333938	intergenic
chr6	chr6_82348207	intergenic
chr6	chr6_82349052	intergenic
chr6	chr6_82354352	intergenic
chr6	chr6_82362926	intergenic
chr6	chr6_82374428	intergenic
chr6	chr6_82381961	intergenic
chr6	chr6_82387721	intergenic
chr6	chr6_82394152	intergenic
chr6	chr6_82396564	intergenic
chr6	chr6_82402770	intergenic
chr6	chr6_82410392	intergenic
chr6	chr6_82417583	intergenic
chr6	chr6_82422559	intergenic
chr6	chr6_82425012	intergenic
chr6	chr6_82425984	intergenic
chr6	chr6_82426334	intergenic
chr6	chr6_82429031	intergenic
chr6	chr6_82438638	intergenic
chr6	chr6_82442030	intergenic
chr6	chr6_82443147	intergenic
chr6	chr6_82444016	intergenic
chr6	chr6_82450073	intergenic
chr6	chr6_82452220	intergenic
chr6	chr6_82455968	intergenic
chr6	chr6_82458491	intergenic
chr6	chr6_82459261	intergenic
chr6	FAM46A	stable
chr6	chr6_82471201	intergenic
chr6	SNORA70.8	NA
chr6	chr6_82476420	intergenic
chr6	chr6_82476667	intergenic
chr6	chr6_82477095	intergenic
chr6	chr6_82492031	intergenic
chr6	chr6_82493132	intergenic
chr6	chr6_82496465	intergenic
chr6	chr6_82505937	intergenic
chr6	chr6_82508387	intergenic
chr6	chr6_82509859	intergenic
chr6	chr6_82516381	intergenic
chr6	chr6_82516591	intergenic
chr6	chr6_82518323	intergenic
chr6	chr6_82518420	intergenic
chr6	chr6_82520170	intergenic
chr6	chr6_82520256	intergenic
chr6	chr6_82522676	intergenic
chr6	chr6_82524140	intergenic
chr6	chr6_82528119	intergenic
chr6	chr6_82528961	intergenic
chr6	chr6_82531213	intergenic
chr6	chr6_82531479	intergenic
chr6	chr6_82535254	intergenic
chr6	chr6_82538292	intergenic
chr6	chr6_82564869	intergenic
chr6	chr6_82569355	intergenic
chr6	chr6_82575243	intergenic
chr6	chr6_82605155	intergenic
chr6	chr6_82876424	intergenic
chr6	chr6_82878298	intergenic
chr6	chr6_82879686	intergenic
chr6	chr6_82880598	intergenic
chr6	chr6_82886266	intergenic
chr6	chr6_82896041	intergenic
chr6	chr6_82901999	intergenic
chr6	chr6_82906246	intergenic
chr6	chr6_82907580	intergenic
chr6	chr6_82908312	intergenic
chr6	chr6_82909558	intergenic
chr6	chr6_82911907	intergenic
chr6	chr6_82912695	intergenic
chr6	chr6_82913850	intergenic
chr6	chr6_82915786	intergenic
chr6	U6.840	NA
chr6	chr6_82935187	intergenic
chr6	chr6_82936663	intergenic
chr6	chr6_82939438	intergenic
chr6	chr6_82941154	intergenic
chr6	chr6_82947569	intergenic
chr6	chr6_82950697	intergenic
chr6	chr6_82951589	intergenic
chr6	IBTK	stable
chr6	chr6_82958938	intergenic
chr6	chr6_82962939	intergenic
chr6	chr6_82971561	intergenic
chr6	chr6_82972098	intergenic
chr6	chr6_82980497	intergenic
chr6	chr6_82993448	intergenic
chr6	chr6_83008573	intergenic
chr6	chr6_83016820	intergenic
chr6	chr6_83017117	intergenic
chr6	chr6_83021559	intergenic
chr6	chr6_83022653	intergenic
chr6	chr6_83031036	intergenic
chr6	chr6_83032466	intergenic
chr6	chr6_83035699	intergenic
chr6	chr6_83042343	intergenic
chr6	chr6_83049492	intergenic
chr6	chr6_83053340	intergenic
chr6	chr6_83059900	intergenic
chr6	chr6_83060743	intergenic
chr6	chr6_83062512	intergenic
chr6	TPBG	stable
chr6	chr6_83075992	intergenic
chr6	chr6_83078572	intergenic
chr6	chr6_83081187	intergenic
chr6	chr6_83092610	intergenic
chr6	chr6_83093519	intergenic
chr6	chr6_83095659	intergenic
chr6	chr6_83103394	intergenic
chr6	chr6_83107792	intergenic
chr6	chr6_83108159	intergenic
chr6	chr6_83113065	intergenic
chr6	chr6_83115787	intergenic
chr6	chr6_83116572	intergenic
chr6	chr6_83119099	intergenic
chr6	chr6_83124829	intergenic
chr6	chr6_83126060	intergenic
chr6	chr6_83128384	intergenic
chr6	chr6_83139788	intergenic
chr6	chr6_83152187	intergenic
chr6	chr6_83153400	intergenic
chr6	chr6_83158775	intergenic
chr6	chr6_83162015	intergenic
chr6	chr6_83710292	intergenic
chr6	chr6_83733951	intergenic
chr6	chr6_83739212	intergenic
chr6	chr6_83739743	intergenic
chr6	chr6_83748788	intergenic
chr6	chr6_83749247	intergenic
chr6	chr6_83753654	intergenic
chr6	chr6_83763500	intergenic
chr6	chr6_83771357	intergenic
chr6	UBE3D	stable
chr6	chr6_83785628	intergenic
chr6	chr6_83787681	intergenic
chr6	chr6_83791427	intergenic
chr6	chr6_83793518	intergenic
chr6	chr6_83794879	intergenic
chr6	chr6_83795459	intergenic
chr6	chr6_83797544	intergenic
chr6	chr6_83800841	intergenic
chr6	chr6_83805568	intergenic
chr6	chr6_83809035	intergenic
chr6	chr6_83809358	intergenic
chr6	chr6_83811182	intergenic
chr6	chr6_83815913	intergenic
chr6	chr6_83820198	intergenic
chr6	chr6_83820418	intergenic
chr6	chr6_83822631	intergenic
chr6	chr6_83823319	intergenic
chr6	chr6_83824438	intergenic
chr6	chr6_83826210	intergenic
chr6	chr6_83830752	intergenic
chr6	chr6_83834664	intergenic
chr6	chr6_83840214	intergenic
chr6	chr6_83849170	intergenic
chr6	chr6_83853667	intergenic
chr6	chr6_83862097	intergenic
chr6	chr6_83863703	intergenic
chr6	chr6_83870603	intergenic
chr6	chr6_83876445	intergenic
chr6	chr6_83877339	intergenic
chr6	chr6_83879419	intergenic
chr6	chr6_83880094	intergenic
chr6	chr6_83880247	intergenic
chr6	chr6_83886108	intergenic
chr6	chr6_83889171	intergenic
chr6	chr6_83889293	intergenic
chr6	RWDD2A	stable
chr6	chr6_83905528	intergenic
chr6	chr6_83907357	intergenic
chr6	chr6_83910496	intergenic
chr6	chr6_83919497	intergenic
chr6	chr6_83922534	intergenic
chr6	chr6_83926194	intergenic
chr6	chr6_83927217	intergenic
chr6	chr6_83931228	intergenic
chr6	chr6_83933799	intergenic
chr6	chr6_83938206	intergenic
chr6	chr6_83947910	intergenic
chr6	chr6_83948949	intergenic
chr6	chr6_83951516	intergenic
chr6	chr6_83954344	intergenic
chr6	chr6_83954827	intergenic
chr6	chr6_83987676	intergenic
chr6	chr6_83990883	intergenic
chr6	chr6_84013221	intergenic
chr6	chr6_84077654	intergenic
chr6	chr6_84078165	intergenic
chr6	chr6_84091195	intergenic
chr6	chr6_84097106	intergenic
chr6	chr6_84097333	intergenic
chr6	chr6_84102331	intergenic
chr6	chr6_84104886	intergenic
chr6	chr6_84110062	intergenic
chr6	chr6_84110224	intergenic
chr6	chr6_84119087	intergenic
chr6	chr6_84124543	intergenic
chr6	chr6_84125403	intergenic
chr6	chr6_84128707	intergenic
chr6	chr6_84130720	intergenic
chr6	chr6_84134640	intergenic
chr6	ME1	down
chr6	chr6_84142148	intergenic
chr6	chr6_84145346	intergenic
chr6	chr6_84146694	intergenic
chr6	chr6_84158238	intergenic
chr6	chr6_84160249	intergenic
chr6	chr6_84162617	intergenic
chr6	chr6_84169198	intergenic
chr6	chr6_84169325	intergenic
chr6	chr6_84175307	intergenic
chr6	chr6_84175531	intergenic
chr6	chr6_84175828	intergenic
chr6	chr6_84179109	intergenic
chr6	chr6_84186136	intergenic
chr6	chr6_84188973	intergenic
chr6	chr6_84192601	intergenic
chr6	chr6_84193253	intergenic
chr6	chr6_84193524	intergenic
chr6	chr6_84209144	intergenic
chr6	chr6_84214537	intergenic
chr6	chr6_84215710	intergenic
chr6	chr6_84216773	intergenic
chr6	PRSS35	down
chr6	chr6_84222872	intergenic
chr6	chr6_84223808	intergenic
chr6	chr6_84230714	intergenic
chr6	chr6_84231846	intergenic
chr6	chr6_84233606	intergenic
chr6	chr6_84237720	intergenic
chr6	chr6_84240087	intergenic
chr6	chr6_84243057	intergenic
chr6	chr6_84245970	intergenic
chr6	chr6_84259993	intergenic
chr6	chr6_84264174	intergenic
chr6	chr6_84267886	intergenic
chr6	chr6_84269133	intergenic
chr6	chr6_84270164	intergenic
chr6	chr6_84271858	intergenic
chr6	chr6_84272826	intergenic
chr6	chr6_84282607	intergenic
chr6	chr6_84285020	intergenic
chr6	chr6_84286753	intergenic
chr6	chr6_84297310	intergenic
chr6	chr6_84301565	intergenic
chr6	chr6_84306332	intergenic
chr6	chr6_84308265	intergenic
chr6	chr6_84308806	intergenic
chr6	chr6_84311292	intergenic
chr6	chr6_84316137	intergenic
chr6	chr6_84316583	intergenic
chr6	chr6_84341826	intergenic
chr6	chr6_84345648	intergenic
chr6	chr6_84345843	intergenic
chr6	chr6_84350980	intergenic
chr6	chr6_84351572	intergenic
chr6	chr6_84357003	intergenic
chr6	chr6_84359200	intergenic
chr6	chr6_84363106	intergenic
chr6	chr6_84369459	intergenic
chr6	chr6_84371145	intergenic
chr6	chr6_84372302	intergenic
chr6	chr6_84373032	intergenic
chr6	chr6_84375842	intergenic
chr6	chr6_84378493	intergenic
chr6	chr6_84382827	intergenic
chr6	chr6_84384893	intergenic
chr6	chr6_84386714	intergenic
chr6	chr6_84389021	intergenic
chr6	chr6_84389506	intergenic
chr6	chr6_84391703	intergenic
chr6	chr6_84394235	intergenic
chr6	chr6_84394354	intergenic
chr6	chr6_84404484	intergenic
chr6	chr6_84413742	intergenic
chr6	SNAP91	NA
chr6	chr6_84425824	intergenic
chr6	chr6_84431892	intergenic
chr6	chr6_84433692	intergenic
chr6	chr6_84434768	intergenic
chr6	chr6_84435715	intergenic
chr6	chr6_84435723	intergenic
chr6	chr6_84441012	intergenic
chr6	chr6_84454865	intergenic
chr6	chr6_84466015	intergenic
chr6	chr6_84470812	intergenic
chr6	chr6_84481998	intergenic
chr6	chr6_84482496	intergenic
chr6	chr6_84496458	intergenic
chr6	chr6_84497291	intergenic
chr6	chr6_84501067	intergenic
chr6	chr6_84511725	intergenic
chr6	chr6_84517770	intergenic
chr6	chr6_84519656	intergenic
chr6	chr6_84520395	intergenic
chr6	chr6_84521321	intergenic
chr6	chr6_84531342	intergenic
chr6	chr6_84531826	intergenic
chr6	chr6_84534281	intergenic
chr6	chr6_84537495	intergenic
chr6	chr6_84555033	intergenic
chr6	chr6_84555863	intergenic
chr6	RIPPLY2	stable
chr6	chr6_84563853	intergenic
chr6	CYB5R4	up
chr6	chr6_84572781	intergenic
chr6	chr6_84582116	intergenic
chr6	chr6_84598485	intergenic
chr6	chr6_84598665	intergenic
chr6	chr6_84599042	intergenic
chr6	chr6_84605389	intergenic
chr6	chr6_84610942	intergenic
chr6	chr6_84620604	intergenic
chr6	chr6_84633129	intergenic
chr6	chr6_84635196	intergenic
chr6	chr6_84636546	intergenic
chr6	chr6_84639937	intergenic
chr6	chr6_84641030	intergenic
chr6	chr6_84644211	intergenic
chr6	chr6_84663616	intergenic
chr6	chr6_84665502	intergenic
chr6	chr6_84670861	intergenic
chr6	chr6_84673109	intergenic
chr6	chr6_84676935	intergenic
chr6	chr6_84678522	intergenic
chr6	chr6_84680374	intergenic
chr6	chr6_84689074	intergenic
chr6	chr6_84696028	intergenic
chr6	chr6_84698652	intergenic
chr6	chr6_84701099	intergenic
chr6	chr6_84709025	intergenic
chr6	chr6_84720863	intergenic
chr6	chr6_84726482	intergenic
chr6	MRAP2	NA
chr6	chr6_84749408	intergenic
chr6	chr6_84756198	intergenic
chr6	chr6_84760241	intergenic
chr6	chr6_84761695	intergenic
chr6	chr6_84761812	intergenic
chr6	chr6_84762148	intergenic
chr6	chr6_84769555	intergenic
chr6	chr6_84771043	intergenic
chr6	chr6_84781400	intergenic
chr6	chr6_84785339	intergenic
chr6	chr6_84798972	intergenic
chr6	chr6_84804266	intergenic
chr6	chr6_84811567	intergenic
chr6	chr6_84908589	intergenic
chr6	chr6_84915077	intergenic
chr6	chr6_84921416	intergenic
chr6	chr6_84925008	intergenic
chr6	chr6_84925346	intergenic
chr6	chr6_84937098	intergenic
chr6	chr6_84942595	intergenic
chr6	chr6_84944876	intergenic
chr6	chr6_84981849	intergenic
chr6	chr6_84985910	intergenic
chr6	chr6_85302985	intergenic
chr6	chr6_85355786	intergenic
chr6	chr6_85358333	intergenic
chr6	chr6_85371141	intergenic
chr6	chr6_85372083	intergenic
chr6	chr6_85374215	intergenic
chr6	chr6_85390923	intergenic
chr6	chr6_85395058	intergenic
chr6	chr6_85395314	intergenic
chr6	chr6_85398674	intergenic
chr6	chr6_85404927	intergenic
chr6	chr6_85405951	intergenic
chr6	chr6_85424853	intergenic
chr6	chr6_85435611	intergenic
chr6	chr6_85436148	intergenic
chr6	chr6_85438388	intergenic
chr6	chr6_85439361	intergenic
chr6	chr6_85441119	intergenic
chr6	chr6_85443111	intergenic
chr6	chr6_85450715	intergenic
chr6	chr6_85456784	intergenic
chr6	chr6_85458525	intergenic
chr6	chr6_85458719	intergenic
chr6	TBX18	NA
chr6	chr6_85478920	intergenic
chr6	chr6_85482005	intergenic
chr6	chr6_85485603	intergenic
chr6	chr6_85487605	intergenic
chr6	chr6_85489383	intergenic
chr6	chr6_85492392	intergenic
chr6	chr6_85493593	intergenic
chr6	chr6_85501393	intergenic
chr6	chr6_85505341	intergenic
chr6	chr6_85509031	intergenic
chr6	chr6_85514957	intergenic
chr6	chr6_85520845	intergenic
chr6	chr6_85521250	intergenic
chr6	chr6_85533356	intergenic
chr6	chr6_85540866	intergenic
chr6	chr6_85553858	intergenic
chr6	chr6_85557297	intergenic
chr6	chr6_85558032	intergenic
chr6	chr6_85562550	intergenic
chr6	chr6_85579163	intergenic
chr6	chr6_85602881	intergenic
chr6	chr6_85625524	intergenic
chr6	chr6_86057406	intergenic
chr6	chr6_86062162	intergenic
chr6	chr6_86063707	intergenic
chr6	chr6_86064076	intergenic
chr6	chr6_86077920	intergenic
chr6	chr6_86092571	intergenic
chr6	chr6_86094400	intergenic
chr6	chr6_86095925	intergenic
chr6	chr6_86100255	intergenic
chr6	chr6_86103497	intergenic
chr6	chr6_86108723	intergenic
chr6	chr6_86110007	intergenic
chr6	chr6_86110894	intergenic
chr6	chr6_86115056	intergenic
chr6	chr6_86131588	intergenic
chr6	chr6_86150494	intergenic
chr6	chr6_86155744	intergenic
chr6	NT5E	stable
chr6	chr6_86164183	intergenic
chr6	chr6_86164450	intergenic
chr6	chr6_86165947	intergenic
chr6	chr6_86167907	intergenic
chr6	chr6_86169674	intergenic
chr6	chr6_86172566	intergenic
chr6	chr6_86174675	intergenic
chr6	chr6_86179736	intergenic
chr6	chr6_86179921	intergenic
chr6	chr6_86185617	intergenic
chr6	chr6_86186546	intergenic
chr6	chr6_86189184	intergenic
chr6	chr6_86193776	intergenic
chr6	chr6_86199513	intergenic
chr6	chr6_86200116	intergenic
chr6	chr6_86203666	intergenic
chr6	chr6_86211724	intergenic
chr6	chr6_86218874	intergenic
chr6	chr6_86241455	intergenic
chr6	chr6_86242577	intergenic
chr6	chr6_86243167	intergenic
chr6	chr6_86243307	intergenic
chr6	chr6_86245798	intergenic
chr6	chr6_86246077	intergenic
chr6	chr6_86246205	intergenic
chr6	chr6_86248680	intergenic
chr6	chr6_86249650	intergenic
chr6	chr6_86253190	intergenic
chr6	chr6_86253536	intergenic
chr6	chr6_86263038	intergenic
chr6	chr6_86266774	intergenic
chr6	chr6_86271457	intergenic
chr6	chr6_86277924	intergenic
chr6	chr6_86282323	intergenic
chr6	chr6_86283446	intergenic
chr6	chr6_86291487	intergenic
chr6	chr6_86296121	intergenic
chr6	chr6_86300102	intergenic
chr6	chr6_86301762	intergenic
chr6	SNX14	stable
chr6	chr6_86308620	intergenic
chr6	chr6_86316018	intergenic
chr6	chr6_86317577	intergenic
chr6	chr6_86318392	intergenic
chr6	chr6_86322565	intergenic
chr6	chr6_86330758	intergenic
chr6	SYNCRIP	up
chr6	chr6_86354231	intergenic
chr6	chr6_86356281	intergenic
chr6	chr6_86375001	intergenic
chr6	chr6_86375744	intergenic
chr6	SNORD50A	stable
chr6	SNHG5	stable
chr6	chr6_86401773	intergenic
chr6	chr6_86401844	intergenic
chr6	chr6_86410120	intergenic
chr6	chr6_86411713	intergenic
chr6	chr6_86415600	intergenic
chr6	chr6_86419472	intergenic
chr6	chr6_86428778	intergenic
chr6	chr6_86430519	intergenic
chr6	chr6_86432543	intergenic
chr6	chr6_86436338	intergenic
chr6	chr6_86436790	intergenic
chr6	chr6_86437142	intergenic
chr6	chr6_86438900	intergenic
chr6	SMIM11P1	NA
chr6	chr6_86445893	intergenic
chr6	chr6_86446179	intergenic
chr6	chr6_86450155	intergenic
chr6	chr6_86455567	intergenic
chr6	chr6_86463253	intergenic
chr6	chr6_86469397	intergenic
chr6	chr6_86473179	intergenic
chr6	chr6_86481565	intergenic
chr6	chr6_86489778	intergenic
chr6	chr6_86497196	intergenic
chr6	chr6_86499573	intergenic
chr6	chr6_86504600	intergenic
chr6	chr6_86509983	intergenic
chr6	chr6_86523251	intergenic
chr6	chr6_86534563	intergenic
chr6	chr6_86587996	intergenic
chr6	chr6_86589972	intergenic
chr6	chr6_86645815	intergenic
chr6	chr6_86657880	intergenic
chr6	chr6_86659442	intergenic
chr6	chr6_86678820	intergenic
chr6	chr6_86683179	intergenic
chr6	RNU4-12P	NA
chr6	chr6_86705177	intergenic
chr6	chr6_86718378	intergenic
chr6	chr6_86729995	intergenic
chr6	chr6_86730671	intergenic
chr6	chr6_86735466	intergenic
chr6	chr6_86746982	intergenic
chr6	chr6_86799656	intergenic
chr6	chr6_86812799	intergenic
chr6	chr6_86823867	intergenic
chr6	chr6_86875084	intergenic
chr6	chr6_87594896	intergenic
chr6	chr6_87597344	intergenic
chr6	chr6_87611082	intergenic
chr6	chr6_87619926	intergenic
chr6	chr6_87623064	intergenic
chr6	chr6_87623838	intergenic
chr6	chr6_87624492	intergenic
chr6	chr6_87625203	intergenic
chr6	chr6_87627149	intergenic
chr6	chr6_87644093	intergenic
chr6	HTR1E	NA
chr6	chr6_87650500	intergenic
chr6	chr6_87650522	intergenic
chr6	chr6_87659264	intergenic
chr6	chr6_87660159	intergenic
chr6	chr6_87664538	intergenic
chr6	chr6_87670191	intergenic
chr6	chr6_87671193	intergenic
chr6	chr6_87672958	intergenic
chr6	chr6_87677347	intergenic
chr6	chr6_87680308	intergenic
chr6	chr6_87685699	intergenic
chr6	chr6_87686861	intergenic
chr6	chr6_87688556	intergenic
chr6	chr6_87696992	intergenic
chr6	chr6_87701972	intergenic
chr6	chr6_87715473	intergenic
chr6	chr6_87748563	intergenic
chr6	chr6_87754706	intergenic
chr6	chr6_87755205	intergenic
chr6	chr6_87757148	intergenic
chr6	chr6_87759435	intergenic
chr6	chr6_87759663	intergenic
chr6	chr6_87772461	intergenic
chr6	chr6_87790511	intergenic
chr6	chr6_87792144	intergenic
chr6	chr6_87795941	intergenic
chr6	CGA	NA
chr6	chr6_87812006	intergenic
chr6	chr6_87814069	intergenic
chr6	chr6_87815146	intergenic
chr6	chr6_87816757	intergenic
chr6	chr6_87823499	intergenic
chr6	chr6_87825802	intergenic
chr6	chr6_87830604	intergenic
chr6	chr6_87832824	intergenic
chr6	chr6_87839285	intergenic
chr6	chr6_87841546	intergenic
chr6	chr6_87849089	intergenic
chr6	ZNF292	up
chr6	chr6_87862960	intergenic
chr6	chr6_87866152	intergenic
chr6	chr6_87868590	intergenic
chr6	chr6_87872379	intergenic
chr6	chr6_87876442	intergenic
chr6	chr6_87877654	intergenic
chr6	chr6_87883412	intergenic
chr6	chr6_87883832	intergenic
chr6	chr6_87889973	intergenic
chr6	chr6_87890730	intergenic
chr6	chr6_87894513	intergenic
chr6	chr6_87898205	intergenic
chr6	chr6_87901341	intergenic
chr6	chr6_87905805	intergenic
chr6	chr6_87908718	intergenic
chr6	chr6_87914733	intergenic
chr6	chr6_87917482	intergenic
chr6	chr6_87918356	intergenic
chr6	chr6_87928259	intergenic
chr6	chr6_87929163	intergenic
chr6	chr6_87931984	intergenic
chr6	chr6_87934301	intergenic
chr6	chr6_87935500	intergenic
chr6	chr6_87935970	intergenic
chr6	chr6_87945025	intergenic
chr6	chr6_87946990	intergenic
chr6	chr6_87953972	intergenic
chr6	chr6_87956173	intergenic
chr6	chr6_87961297	intergenic
chr6	chr6_87963411	intergenic
chr6	chr6_87965723	intergenic
chr6	chr6_87976373	intergenic
chr6	chr6_87985688	intergenic
chr6	chr6_87986303	intergenic
